,rowid,kepid,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,category
koi_depth_err2,-0.02229765541186601,0.016194475386056846,0.166397509808511,-0.027878836929862337,-0.007952060790475349,0.010466263915474842,0.0036894001261370026,-0.0026617205515842473,-0.0077938622053758955,0.0077938622053758955,-0.047703603955028026,-0.014768787415156184,0.014768787415156184,-0.0037525237958849554,-0.003104295646886641,0.005093304776707966,-0.002387936167147455,-0.019352301600479824,0.019352301600479824,-0.22891317876304962,-1.0,1.0,-0.0015409930870104965,-0.00463295808702276,0.0006636592170437932,0.012071193073298661,,,0.000932612937312916,0.0011756556283872787,-0.0007952197403193406,-0.00027848206662699194,0.007254201616195955,-0.005134368626567142,-0.017575273210620714,0.009079962284173609,-0.008312421241062873,0.006439298246704665,-0.014086792682644452,0.0024437260632827734,-0.0003582925299247137,-0.0019000456804982736,-0.01138130708014329,0.01592320978967264,-0.016817010925688502,-0.020654036197435176
koi_prad,0.028484555677964832,0.003681228483633374,-0.07687022031634232,0.045007875573024526,0.0014285832335145512,-0.01149075474067111,-0.010148302483491868,0.00513475156526069,0.02337392591021211,-0.02335597179720283,0.03499159572528333,0.012056581225602034,-0.012056581225602034,0.6773803638093175,0.02760544576105456,-0.5763014646477685,0.036572893177196135,0.021426346612801246,-0.02140177841554755,0.002558182541461999,0.0015440278266974775,-0.0015409930870104965,1.0,0.7226036243659802,-0.98762849657695,-0.0012490349579592896,,,0.0029892574839722806,0.003313894859134175,-0.002172507702845807,-0.0017463393185656814,-0.004987296743760072,-0.013025142636395972,-0.019485808681879567,-0.020881241256885556,-0.0973292417203596,-0.0026655039390311402,0.018032951024146253,0.056668930053171515,0.03565468923636598,-0.06026918221413778,0.00871642680045062,0.0030374522705225717,-0.022565332094395235,0.027518263876534454
koi_prad_err1,0.027383181116705384,0.006156018996381772,-0.05458079700432685,0.048594542607971955,0.006197669559401394,-0.015183038817905765,-0.012597647671488634,0.0034424197992115463,0.017060042383039282,-0.01705724217884009,0.03574590081539802,0.025911907284012846,-0.025911907284012846,0.7649191038031738,0.044885119756067564,-0.6235280039037894,0.019729003933042645,0.017905778277506012,-0.01790837559387493,0.010753966362542488,0.0046332915888720625,-0.00463295808702276,0.7226036243659802,1.0,-0.6606898306337894,0.005238313558881647,,,0.0023440123074250194,0.0061273605267400085,-0.002378893436861856,0.0021925470792652645,-0.005937808954573027,-0.0061822399252539585,-0.007841942362806512,-0.01904945020589284,-0.09530558850461071,0.02110902503099105,-0.014100827424442108,0.04495727428437473,0.06050636343364454,-0.046587772008034066,0.011928550866624487,0.004985517111964496,-0.014799541635740501,0.03529278379015495
koi_prad_err2,-0.025935724468777212,-0.0038501229655399684,0.04968868863507082,-0.04188069750053949,0.0017703079426373105,0.011605795777095035,0.008865845939594134,-0.004966136289187436,-0.022589749885484064,0.022560099401859143,-0.03259858764243656,-0.010410371100380025,0.010410371100380025,-0.6068926941620518,-0.019249912165299855,0.520823118735073,-0.034864117950531064,-0.02015732582215497,0.020109975703680297,-0.0007912191517623501,-0.0006679772688722411,0.0006636592170437932,-0.98762849657695,-0.6606898306337894,1.0,0.0002299434813327887,,,-0.0014737945642243199,-0.0023022060523937376,0.0015676778323557318,0.002459777903528681,0.005027587281161524,0.01451580424485636,0.020206119546133352,0.020587907523128997,0.09377842128014885,-0.00041934232935968786,-0.01706590138954693,-0.05232958889609929,-0.031041843588503294,0.06040313453988729,-0.009292586305823776,-0.0032834675445126494,0.02281115235881681,-0.023312199185328984
koi_teq,0.1093241097394503,-0.058704672372928375,-0.3022788854990085,-0.021832039849611816,0.1885167659634702,0.25365384679023306,0.21741814721252645,-0.04909706730519253,-0.22975925430413685,0.23318278702775333,-0.3244623502451537,-0.1255969672872739,0.1255969672872739,-0.00998248922835139,-0.060290427028187765,0.04736984985041167,-0.19472964133949963,-0.14980152397623642,0.1496417558526095,0.08073542904495416,-0.012018756692313,0.012071193073298661,-0.0012490349579592896,0.005238313558881647,0.0002299434813327887,1.0,,,0.4227198213887182,0.46557748481412065,-0.39976088587263364,0.047546146622671315,-0.08874527521371213,0.2400611444392037,0.12506350899373878,-0.2111085417486916,-0.5273741053730319,0.2609259089797785,4.834582728713782e-05,0.4398550998332955,0.4103665700768193,-0.39214530760891686,0.11947913181442667,-0.05906016996517477,-0.2573402964124536,0.2397848736278571
koi_teq_err1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koi_teq_err2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koi_insol,0.02689398151553732,-0.012403236932428702,-0.03099472331762804,0.002633130735268302,0.02587669528969847,0.020266043081892077,0.030204530629971964,-0.002603328896275342,-0.012415655595219776,0.011834707004505332,-0.022278587514377998,-0.005331277498885319,0.005331277498885319,-0.003658753966235857,-0.006825527216645049,0.004612789360108325,-0.018973284226441504,-0.01012835933785151,0.008753421605019907,-0.006310284599911864,-0.0010075503560483218,0.000932612937312916,0.0029892574839722806,0.0023440123074250194,-0.0014737945642243199,0.4227198213887182,,,1.0,0.9048607139385286,-0.9666179326961925,-0.008196803571506147,-0.009137420227708028,-0.05720478323551832,-0.032832030858294725,0.012678516917656566,-0.28592829634393413,0.021664309730209653,0.027809853082344186,0.5309135526485577,0.34511718166389216,-0.4570355384440688,0.026665697575017067,-0.01395015768672252,-0.06974771463084198,0.031962185298952776
koi_insol_err1,0.03788460815615259,-0.010518257063936214,-0.04323752512614105,0.02355392772174417,0.022201159402887898,0.01915272865627879,0.03888523430432575,-0.003642270293498009,-0.01734991638258035,0.01689781713345829,-0.030212530599014423,-0.009226820692923288,0.009226820692923288,-0.0027567164368423607,-0.009033783561477373,0.006882543292949681,-0.023261505046064914,-0.011579873306409187,0.009605391505563173,-0.005934341139952517,-0.0012647082693046769,0.0011756556283872787,0.003313894859134175,0.0061273605267400085,-0.0023022060523937376,0.46557748481412065,,,0.9048607139385286,1.0,-0.8537996173316577,-0.008913059290494456,-0.008572643436648061,-0.05016489981335064,-0.0150615255516549,-0.005666576075948524,-0.3226466077984322,0.041467233270957284,0.012328489908701699,0.5085323437731136,0.47891678297989004,-0.4149673213467022,0.02728826380217204,-0.012332807569280204,-0.0922853592916261,0.046267067906143655
koi_insol_err2,-0.025271794085757946,0.013166558960040422,0.026134009355154874,-0.004895800107819789,-0.019642935304853816,-0.014563276516880292,-0.02471843803970338,0.0024482315799276965,0.011660771788550494,-0.011017842611809532,0.021091032569372857,0.002552779458854166,-0.002552779458854166,0.0030368423122055194,0.006390004285495183,-0.003557574804873874,0.01836490212647551,0.007971571997392207,-0.006523887653388054,0.004400230746613735,0.0008760339608247082,-0.0007952197403193406,-0.002172507702845807,-0.002378893436861856,0.0015676778323557318,-0.39976088587263364,,,-0.9666179326961925,-0.8537996173316577,1.0,0.007280763888306424,0.006272063942654204,0.04872759062807076,0.026438111033946058,-0.002594242018570284,0.2659017935324905,-0.03184824561046001,-0.0226372588282077,-0.517582911591155,-0.33232934619792287,0.5130836527283384,-0.02757396304912928,0.014541087668494532,0.06869497346347089,-0.028486942455710883
koi_model_snr,0.182343036077995,0.0009977171434073903,-0.26903433449176967,-0.08024264262317804,0.4310232894065112,-0.1283507181198888,-0.08989679728584656,-0.009613935549060136,-0.08064111130336711,0.08131531198253913,-0.0587806287894507,-0.13037785258104267,0.13037785258104267,-0.0004762653067564076,-0.051841770965145174,0.06922283381128368,0.08358381063386057,-0.1489505549960734,0.15039285699674726,0.5797248816864162,0.00034469897734737957,-0.00027848206662699194,-0.0017463393185656814,0.0021925470792652645,0.002459777903528681,0.047546146622671315,,,-0.008196803571506147,-0.008913059290494456,0.007280763888306424,1.0,-0.10307013362099779,0.14240333119405685,0.11317334800504637,-0.11515045055564714,-0.04561343449558689,0.11802465074874871,-0.02257056606397769,-0.010110604198339352,0.0012249152987415775,-0.0022037933960863975,0.03881009701095872,-0.0016767290288954076,-0.11452506393565678,0.20620753431802621
koi_tce_plnt_num,-0.05776498828918979,0.025219576470329578,0.2090806165477386,0.031630583688298804,-0.1819895275330073,-0.12247188408348823,-0.09575797670199235,-0.015106671023839455,0.014819850488851304,-0.017695630972288386,0.0038272840932307454,0.058005681818116425,-0.058005681818116425,-0.00804042430299504,-0.01709119623140606,-0.026668078859733605,-0.01183832397748637,0.033612880339564034,-0.03954429861835336,-0.09451068416430514,-0.0072283647946561344,0.007254201616195955,-0.004987296743760072,-0.005937808954573027,0.005027587281161524,-0.08874527521371213,,,-0.009137420227708028,-0.008572643436648061,0.006272063942654204,-0.10307013362099779,1.0,-0.06468983805588227,-0.15383736840788712,0.1329806692463127,0.034286231359348635,-0.03691078409143355,0.11552222527277908,0.003936215463483421,-0.013439116834580381,-0.022958141456250768,-0.0395011373833755,0.022664246459874558,-0.05318922344542435,-0.20806872316070882
koi_steff,0.1383384907684091,-0.025494478337191998,-0.1925444367550199,0.10782703438878816,0.10383827675116858,0.017076727417058468,0.01122444154917437,-0.013552185530153346,0.03414127236704863,-0.03498117899590733,0.008366746939997996,0.055871097116322335,-0.055871097116322335,0.01606989733056084,-0.008267918470732367,0.011946144792533354,0.10620342183332802,0.06846258940587638,-0.07018204526357973,0.11360829281265546,0.005028536410363137,-0.005134368626567142,-0.013025142636395972,-0.0061822399252539585,0.01451580424485636,0.2400611444392037,,,-0.05720478323551832,-0.05016489981335064,0.04872759062807076,0.14240333119405685,-0.06468983805588227,1.0,0.48195830519773875,-0.6072918516228508,-0.13953432327656837,0.2163201530485775,-0.38165102723008987,-0.11719528711008761,-0.04240930685179277,0.07411522982570987,0.10707902411438949,-0.025600635178192586,-0.3333939124387458,0.19593842400926748
koi_steff_err1,0.22866886266201086,-0.0044202188705386135,-0.3724316977443758,0.1383987447458624,0.20443014551495592,0.1456785615468814,0.11168961154931549,0.005324946289012678,0.07968284333504626,-0.08078099540004163,0.037650082163357565,0.07517320361526675,-0.07517320361526675,0.025403328948730333,0.04726005754884874,0.011201635174194497,0.06829205604685704,0.08739103762060915,-0.08923937119067105,0.1492372542541183,0.01741274550917235,-0.017575273210620714,-0.019485808681879567,-0.007841942362806512,0.020206119546133352,0.12506350899373878,,,-0.032832030858294725,-0.0150615255516549,0.026438111033946058,0.11317334800504637,-0.15383736840788712,0.48195830519773875,1.0,-0.8247611217906243,0.06590661012517529,0.20673276334131938,-0.4488380683611538,-0.0901780946360847,0.01125240378558849,0.046086508964472375,0.13930662272260783,-0.009716692414228295,0.06141580379162524,0.3877248577551803
koi_steff_err2,-0.22039539080597784,0.0031276502757521863,0.33359478197229825,-0.1556966067512471,-0.17234607174303607,-0.11114412080697936,-0.07762839792963826,0.0031942059752266823,-0.05792858217923899,0.05901314469933245,-0.026393071572761162,-0.06543856728087794,0.06543856728087794,-0.03914300032071441,-0.03620156696913215,0.006070237191072462,-0.06968175211952635,-0.08272158463331637,0.0847465511860975,-0.13670310308484349,-0.008949673905231237,0.009079962284173609,-0.020881241256885556,-0.01904945020589284,0.020587907523128997,-0.2111085417486916,,,0.012678516917656566,-0.005666576075948524,-0.002594242018570284,-0.11515045055564714,0.1329806692463127,-0.6072918516228508,-0.8247611217906243,1.0,0.0764391996554634,-0.15575055289896853,0.3924551364022439,0.021224845394176163,-0.05408407386340832,0.018738972954715303,-0.12878201080095833,0.0061582080514671475,0.06890995769318678,-0.3495384822296451
koi_slogg,-0.15334035238889537,0.05225545645716003,0.15001692780998135,-0.1204387703934504,-0.04975081177907074,-0.010834933949488604,0.0021904725490050295,0.0018765416201577069,-0.005139506029941112,0.006311071428383013,-0.0062201548773061395,-0.03497290676147141,0.03497290676147141,-0.05927453870773496,0.006990285470456335,0.03449991507366478,-0.12223901240374768,-0.04282934241873369,0.04568725447550166,-0.00836493137697288,0.008304265163999574,-0.008312421241062873,-0.0973292417203596,-0.09530558850461071,0.09377842128014885,-0.5273741053730319,,,-0.28592829634393413,-0.3226466077984322,0.2659017935324905,-0.04561343449558689,0.034286231359348635,-0.13953432327656837,0.06590661012517529,0.0764391996554634,1.0,-0.4801939112348207,0.024889305547434314,-0.6392525218632652,-0.6264690391727593,0.5372721584356317,-0.08156460575043141,0.05117794736622893,0.47430701654314933,-0.15327438087463677
koi_slogg_err1,0.14428492444711385,-0.02670597082772108,-0.16426748273577577,0.06307798328839884,0.1148550772504775,-0.016323946844375024,-0.005519203364769879,-0.006465630244798376,0.00427181853481283,-0.005142576945603694,-0.032912012529946785,0.03256993099811047,-0.03256993099811047,0.01062201149872232,0.007949140265297491,0.017305682799899264,0.10123206083590378,0.02233600359195087,-0.024178190140136956,0.10597686190314762,-0.006477074843611809,0.006439298246704665,-0.0026655039390311402,0.02110902503099105,-0.00041934232935968786,0.2609259089797785,,,0.021664309730209653,0.041467233270957284,-0.03184824561046001,0.11802465074874871,-0.03691078409143355,0.2163201530485775,0.20673276334131938,-0.15575055289896853,-0.4801939112348207,1.0,-0.22811542513263583,0.07955484166823339,0.2024768368338846,-0.168746320048047,0.08592606956345918,-0.028740291659322632,-0.33515929006778544,0.15384386609859585
koi_slogg_err2,-0.16442873107823125,-0.024098042849998485,0.22838223252692139,-0.1712423088506022,-0.04484819323857968,-0.04699436212065372,-0.03624075287447417,-0.003179770732231091,-0.18619080697099147,0.18667832923986327,-0.12117390050929948,-0.14912004943914026,0.14912004943914026,0.0004790388651109999,-0.008021359606631067,-0.016622317776708136,-0.0909461017013167,-0.1604897926979869,0.16088515054275843,-0.01788545525410104,0.01402496513185616,-0.014086792682644452,0.018032951024146253,-0.014100827424442108,-0.01706590138954693,4.834582728713782e-05,,,0.027809853082344186,0.012328489908701699,-0.0226372588282077,-0.02257056606397769,0.11552222527277908,-0.38165102723008987,-0.4488380683611538,0.3924551364022439,0.024889305547434314,-0.22811542513263583,1.0,0.04732241220032967,-0.15534893761053536,-0.007645520368796517,-0.06781151884266626,-0.020523439412722756,-0.015314505462871877,-0.2569157381206256
koi_srad,0.06580621099177235,-0.027171217850572256,-0.07176706030800403,0.03461869768140866,0.03193170071018014,0.03680292296542372,0.019273570177594866,-0.00099327329528518,0.003773187760701606,-0.005900265307192398,-0.004923549233686735,0.03221173168008467,-0.03221173168008467,0.022644797071961334,0.005846538641876545,-0.01809346907454846,0.013675136776850316,0.019981029925010076,-0.025426605594086694,-0.016826327336069247,-0.0024006905539880924,0.0024437260632827734,0.056668930053171515,0.04495727428437473,-0.05232958889609929,0.4398550998332955,,,0.5309135526485577,0.5085323437731136,-0.517582911591155,-0.010110604198339352,0.003936215463483421,-0.11719528711008761,-0.0901780946360847,0.021224845394176163,-0.6392525218632652,0.07955484166823339,0.04732241220032967,1.0,0.7498431966222856,-0.873577237247952,0.04602823392151295,-0.028442244942241127,-0.1715837477677419,0.07225909947521347
koi_srad_err1,0.10112786487211063,-0.027870545748327487,-0.1170097076802528,0.08793423770403952,0.0364230553647568,0.029254353794558225,0.026714122934799984,-0.00043498060876299944,0.030328204048292312,-0.032554200692583295,0.010616949261154546,0.05501026081961177,-0.05501026081961177,0.02176125775105984,0.0033783936796835706,-0.007532152766875877,0.04934183324192816,0.05668591006506371,-0.06099992479730967,-0.004058604054420323,0.00022410848390829488,-0.0003582925299247137,0.03565468923636598,0.06050636343364454,-0.031041843588503294,0.4103665700768193,,,0.34511718166389216,0.47891678297989004,-0.33232934619792287,0.0012249152987415775,-0.013439116834580381,-0.04240930685179277,0.01125240378558849,-0.05408407386340832,-0.6264690391727593,0.2024768368338846,-0.15534893761053536,0.7498431966222856,1.0,-0.6530376211949702,0.05809745681378773,-0.029042261019458355,-0.2038917452346928,0.13195899626307336
koi_srad_err2,-0.06518146935582568,0.02471974613169489,0.07552872149881179,-0.04384269535088891,-0.0311978597762581,-0.028214501192950613,-0.010054978856798165,0.0015557266337046735,4.569119410569513e-05,0.0023731541052255606,0.010165164003447727,-0.031054769225513257,0.031054769225513257,-0.029130671322279936,-0.006546359145312775,0.02328237454190117,-0.017940643925895606,-0.022560827893382478,0.03221086220525431,0.002431488919107616,0.001780640254955287,-0.0019000456804982736,-0.06026918221413778,-0.046587772008034066,0.06040313453988729,-0.39214530760891686,,,-0.4570355384440688,-0.4149673213467022,0.5130836527283384,-0.0022037933960863975,-0.022958141456250768,0.07411522982570987,0.046086508964472375,0.018738972954715303,0.5372721584356317,-0.168746320048047,-0.007645520368796517,-0.873577237247952,-0.6530376211949702,1.0,-0.050523903228702025,0.025699482965571046,0.15681993638848085,-0.07799612771610374
ra,0.04238409023623017,-0.0022883996730933558,-0.16866561228501883,0.006800038645910091,0.0859464486662841,0.15607791298703436,0.07000187202961528,0.005669661749844855,-0.03157064465226188,0.032095370357340273,-0.029614871525540692,-0.01348477041429384,0.01348477041429384,0.0224637276018782,0.025824602714516972,0.004102598301966844,0.030927151166763197,0.0020689078302314327,-0.0028199677256327553,0.028557508517968875,0.011052219144273243,-0.01138130708014329,0.00871642680045062,0.011928550866624487,-0.009292586305823776,0.11947913181442667,,,0.026665697575017067,0.02728826380217204,-0.02757396304912928,0.03881009701095872,-0.0395011373833755,0.10707902411438949,0.13930662272260783,-0.12878201080095833,-0.08156460575043141,0.08592606956345918,-0.06781151884266626,0.04602823392151295,0.05809745681378773,-0.050523903228702025,1.0,-0.014373062180243847,0.0055971810697514794,0.15246238148594907
dec,0.018022666547580397,0.9935867692800799,0.09494362324620383,-0.03869530638159113,-0.04765347851562268,-0.09813081100526029,-0.04533899566890416,0.011479290484248566,0.009361618179605782,-0.009384168970353117,0.012701524038626986,-0.0030400654115074442,0.0030400654115074442,-0.001804304679894838,-0.032157823096893814,-0.004720692647629623,-0.028101368023508135,-0.015207794109813507,0.01610569975460357,-0.018075822054080423,-0.015518247828677327,0.01592320978967264,0.0030374522705225717,0.004985517111964496,-0.0032834675445126494,-0.05906016996517477,,,-0.01395015768672252,-0.012332807569280204,0.014541087668494532,-0.0016767290288954076,0.022664246459874558,-0.025600635178192586,-0.009716692414228295,0.0061582080514671475,0.05117794736622893,-0.028740291659322632,-0.020523439412722756,-0.028442244942241127,-0.029042261019458355,0.025699482965571046,-0.014373062180243847,1.0,0.015997311326152737,-0.10046199097238612
koi_kepmag,-0.10510265269556145,0.017524703376736353,0.04211157806352523,-0.10380258043541274,0.020889507601456376,0.06433740165514576,0.03844973491825861,-0.009858263923418136,-0.021937163245841138,0.025988973879489084,0.01012418444731348,-0.04063497131800095,0.04063497131800095,-0.009795807235068246,0.05063149512997639,0.0018923849885479089,-0.09847650862698133,-0.05292550273308784,0.06139714202338316,0.04270917588954807,0.016669412871979268,-0.016817010925688502,-0.022565332094395235,-0.014799541635740501,0.02281115235881681,-0.2573402964124536,,,-0.06974771463084198,-0.0922853592916261,0.06869497346347089,-0.11452506393565678,-0.05318922344542435,-0.3333939124387458,0.06141580379162524,0.06890995769318678,0.47430701654314933,-0.33515929006778544,-0.015314505462871877,-0.1715837477677419,-0.2038917452346928,0.15681993638848085,0.0055971810697514794,0.015997311326152737,1.0,-0.04542695687459759
category,0.5014996815002396,-0.100647473965528,-0.8977742214644435,0.4025779141221467,0.44932876436149577,0.42142653165071026,0.3184437399592134,0.00943889612051213,0.1279951625890849,-0.13870387720898908,0.058398525374280294,0.1098268128535265,-0.1098268128535265,0.07199242222858618,0.11829663682599209,-0.004820394750604882,0.15257497873533704,0.14771434981564532,-0.16742115018985185,0.24094873270199857,0.019372037437439652,-0.020654036197435176,0.027518263876534454,0.03529278379015495,-0.023312199185328984,0.2397848736278571,,,0.031962185298952776,0.046267067906143655,-0.028486942455710883,0.20620753431802621,-0.20806872316070882,0.19593842400926748,0.3877248577551803,-0.3495384822296451,-0.15327438087463677,0.15384386609859585,-0.2569157381206256,0.07225909947521347,0.13195899626307336,-0.07799612771610374,0.15246238148594907,-0.10046199097238612,-0.04542695687459759,1.0
